hour_of_day,Payment_Mode,Price,Tea_Name,Time_of_Day,Weekday,Month_name,Weekdaysort,Mondaythsort,Date,Time
11,GPay,18,Adrak Chai,Morning,Tuesday,January,2,1,12-01-2025,3.45.05
12,Cash,35,Irani Chai,Afternoon,Tuesday,January,2,1,12-01-2025,22.01.02
16,Cash,18,Green Tea,Afternoon,Tuesday,January,2,1,12-01-2025,19.07.06
16,GPay,25,Rose Tea,Afternoon,Tuesday,January,2,1,12-01-2025,20.44.07
17,Cash,35,Irani Chai,Night,Tuesday,January,2,1,12-01-2025,20.44.07
20,GPay,12,Masala Chai,Night,Tuesday,January,2,1,12-01-2025,11.50.09
20,GPay,15,Black Tea,Night,Tuesday,January,2,1,12-01-2025,13.45.02
9,GPay,35,Irani Chai,Morning,Wednesday,January,3,1,12-01-2025,13.45.02
16,Cash,35,Irani Chai,Afternoon,Wednesday,January,3,1,12-01-2025,13.45.02
19,GPay,18,Adrak Chai,Night,Wednesday,January,3,1,12-01-2025,19.08.03
19,Cash,30,Butter Chai,Night,Wednesday,January,3,1,12-01-2025,20.34.07
9,Cash,18,Adrak Chai,Morning,Thursday,January,4,1,12-01-2025,18.05.05
10,GPay,18,Adrak Chai,Morning,Thursday,January,4,1,12-01-2025,12.33.09
11,Cash,25,Rose Tea,Morning,Thursday,January,4,1,12-01-2025,12.33.09
12,Cash,20,Tandoori Chai,Afternoon,Thursday,January,4,1,12-01-2025,12.33.09
13,Cash,35,Irani Chai,Afternoon,Thursday,January,4,1,12-01-2025,2.00.07
14,Cash,18,Adrak Chai,Afternoon,Thursday,January,4,1,12-01-2025,2.00.07
17,GPay,20,Tandoori Chai,Night,Thursday,January,4,1,12-01-2025,18.48.04
18,GPay,18,Adrak Chai,Night,Thursday,January,4,1,12-01-2025,18.48.04
18,GPay,25,Rose Tea,Night,Thursday,January,4,1,12-01-2025,18.48.04
8,GPay,35,Irani Chai,Morning,Friday,January,5,1,12-01-2025,18.48.04
8,Cash,18,Adrak Chai,Morning,Friday,January,5,1,12-01-2025,18.48.04
9,Paytm,18,Adrak Chai,Morning,Friday,January,5,1,12-01-2025,17.14.08
9,Paytm,18,Green Tea,Morning,Friday,January,5,1,12-01-2025,20.11.00
9,Cash,15,Black Tea,Morning,Friday,January,5,1,12-01-2025,20.11.00
9,Cash,15,Black Tea,Morning,Friday,January,5,1,12-01-2025,20.11.00
12,Cash,12,Masala Chai,Afternoon,Friday,January,5,1,12-01-2025,20.11.00
12,Paytm,12,Masala Chai,Afternoon,Friday,January,5,1,12-01-2025,20.11.00
14,Paytm,15,Black Tea,Afternoon,Friday,January,5,1,12-01-2025,2.58.03
16,Paytm,18,Adrak Chai,Afternoon,Friday,January,5,1,12-01-2025,2.58.03
22,GPay,18,Adrak Chai,Night,Friday,January,5,1,12-01-2025,2.58.03
22,Cash,35,Irani Chai,Night,Friday,January,5,1,12-01-2025,2.58.03
8,Cash,18,Adrak Chai,Morning,Saturday,February,6,2,01-02-2025,2.58.03
10,Cash,18,Adrak Chai,Morning,Saturday,February,6,2,01-02-2025,7.22.08
13,Paytm,25,Rose Tea,Afternoon,Saturday,February,6,2,01-02-2025,14.46.06
13,Cash,25,Rose Tea,Afternoon,Saturday,February,6,2,01-02-2025,15.29.02
14,Paytm,15,Black Tea,Afternoon,Saturday,February,6,2,01-02-2025,15.29.02
14,Cash,15,Black Tea,Afternoon,Saturday,February,6,2,01-02-2025,15.29.02
15,Paytm,12,Masala Chai,Afternoon,Saturday,February,6,2,01-02-2025,15.29.02
18,Cash,15,Black Tea,Night,Saturday,February,6,2,01-02-2025,15.29.02
19,Cash,18,Adrak Chai,Night,Saturday,February,6,2,01-02-2025,15.29.02
19,Cash,18,Adrak Chai,Night,Saturday,February,6,2,01-02-2025,15.29.02
21,Cash,18,Adrak Chai,Night,Saturday,February,6,2,01-02-2025,15.29.02
10,Paytm,15,Black Tea,Morning,Sunday,February,7,2,02-02-2025,15.29.02
10,Cash,15,Black Tea,Morning,Sunday,February,7,2,02-02-2025,15.29.02
12,Paytm,12,Masala Chai,Afternoon,Sunday,February,7,2,02-02-2025,15.29.02
12,Cash,12,Masala Chai,Afternoon,Sunday,February,7,2,02-02-2025,15.29.02
14,Paytm,18,Adrak Chai,Afternoon,Sunday,February,7,2,02-02-2025,22.57.03
16,Cash,12,Masala Chai,Afternoon,Sunday,February,7,2,02-02-2025,22.57.03
16,GPay,12,Masala Chai,Afternoon,Sunday,February,7,2,02-02-2025,22.57.03
7,Cash,15,Black Tea,Morning,Monday,February,1,2,03-02-2025,3.24.08
7,Cash,18,Adrak Chai,Morning,Monday,February,1,2,03-02-2025,4.56.06
8,Paytm,30,Butter Chai,Morning,Monday,February,1,2,03-02-2025,4.03.06
8,Paytm,18,Adrak Chai,Morning,Monday,February,1,2,03-02-2025,9.09.00
10,Cash,35,Irani Chai,Morning,Monday,February,1,2,03-02-2025,15.38.06
10,GPay,15,Black Tea,Morning,Monday,February,1,2,03-02-2025,22.18.04
10,Cash,18,Adrak Chai,Morning,Monday,February,1,2,03-02-2025,22.18.04
13,GPay,15,Black Tea,Afternoon,Monday,February,1,2,03-02-2025,22.18.04
13,Cash,15,Black Tea,Afternoon,Monday,February,1,2,03-02-2025,22.18.04
13,Cash,35,Irani Chai,Afternoon,Monday,February,1,2,03-02-2025,22.18.04
14,Cash,35,Irani Chai,Afternoon,Monday,February,1,2,03-02-2025,6.36.05
14,Paytm,12,Masala Chai,Afternoon,Monday,February,1,2,03-02-2025,6.36.05
14,Cash,12,Masala Chai,Afternoon,Monday,February,1,2,03-02-2025,6.36.05
15,Cash,12,Masala Chai,Afternoon,Monday,February,1,2,03-02-2025,1.44.06
15,Cash,35,Irani Chai,Afternoon,Monday,February,1,2,03-02-2025,1.44.06
17,GPay,18,Green Tea,Night,Monday,February,1,2,03-02-2025,1.26.09
17,Cash,18,Adrak Chai,Night,Monday,February,1,2,03-02-2025,9.55.01
17,Cash,18,Adrak Chai,Night,Monday,February,1,2,03-02-2025,11.07.02
17,Paytm,18,Adrak Chai,Night,Monday,February,1,2,03-02-2025,12.05.02
17,Cash,20,Tandoori Chai,Night,Monday,February,1,2,03-02-2025,13.21.05
17,Cash,12,Masala Chai,Night,Monday,February,1,2,03-02-2025,14.18.04
17,GPay,20,Tandoori Chai,Night,Monday,February,1,2,03-02-2025,15.40.09
17,Paytm,18,Adrak Chai,Night,Monday,February,1,2,03-02-2025,15.40.09
18,Paytm,35,Irani Chai,Night,Monday,February,1,2,03-02-2025,9.00.05
20,Paytm,18,Green Tea,Night,Monday,February,1,2,03-02-2025,9.00.05
10,Paytm,18,Adrak Chai,Morning,Tuesday,February,2,2,04-02-2025,4.56.08
10,Cash,35,Irani Chai,Morning,Tuesday,February,2,2,04-02-2025,11.31.03
12,Paytm,18,Adrak Chai,Afternoon,Tuesday,February,2,2,04-02-2025,11.31.03
13,Cash,25,Rose Tea,Afternoon,Tuesday,February,2,2,04-02-2025,7.39.00
14,Paytm,35,Irani Chai,Afternoon,Tuesday,February,2,2,04-02-2025,15.14.00
14,Cash,18,Adrak Chai,Afternoon,Tuesday,February,2,2,04-02-2025,17.36.05
14,Cash,35,Irani Chai,Afternoon,Tuesday,February,2,2,04-02-2025,19.48.05
18,GPay,18,Adrak Chai,Night,Tuesday,February,2,2,04-02-2025,13.41.08
19,GPay,18,Green Tea,Night,Tuesday,February,2,2,04-02-2025,5.21.09
19,Cash,18,Green Tea,Night,Tuesday,February,2,2,04-02-2025,9.36.07
19,Cash,18,Green Tea,Night,Tuesday,February,2,2,04-02-2025,10.27.06
19,Cash,25,Rose Tea,Night,Tuesday,February,2,2,04-02-2025,10.27.06
8,Cash,18,Adrak Chai,Morning,Wednesday,February,3,2,05-02-2025,10.27.06
9,Paytm,18,Adrak Chai,Morning,Wednesday,February,3,2,05-02-2025,10.43.07
11,Paytm,35,Irani Chai,Morning,Wednesday,February,3,2,05-02-2025,10.43.07
11,Cash,35,Irani Chai,Morning,Wednesday,February,3,2,05-02-2025,10.43.07
11,Cash,35,Irani Chai,Morning,Wednesday,February,3,2,05-02-2025,10.43.07
11,Cash,18,Adrak Chai,Morning,Wednesday,February,3,2,05-02-2025,10.43.07
12,Cash,35,Irani Chai,Afternoon,Wednesday,February,3,2,05-02-2025,10.46.09
13,GPay,35,Irani Chai,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
13,Paytm,30,Butter Chai,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
13,Paytm,30,Butter Chai,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
14,GPay,15,Black Tea,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
15,GPay,15,Black Tea,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
16,Paytm,20,Tandoori Chai,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
16,Cash,12,Masala Chai,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
16,Paytm,12,Masala Chai,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
16,Paytm,18,Green Tea,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
16,GPay,20,Tandoori Chai,Afternoon,Wednesday,February,3,2,05-02-2025,20.46.02
18,Cash,15,Black Tea,Night,Wednesday,February,3,2,05-02-2025,18.34.04
18,GPay,15,Black Tea,Night,Wednesday,February,3,2,05-02-2025,19.49.01
18,Cash,18,Green Tea,Night,Wednesday,February,3,2,05-02-2025,20.51.05
18,Cash,18,Adrak Chai,Night,Wednesday,February,3,2,05-02-2025,20.51.05
18,Cash,15,Black Tea,Night,Wednesday,February,3,2,05-02-2025,20.51.05
19,Paytm,20,Tandoori Chai,Night,Wednesday,February,3,2,05-02-2025,6.46.03
20,Cash,18,Green Tea,Night,Wednesday,February,3,2,05-02-2025,3.20.06
7,Cash,18,Adrak Chai,Morning,Thursday,February,4,2,06-02-2025,16.48.06
13,Paytm,35,Irani Chai,Afternoon,Thursday,February,4,2,06-02-2025,16.48.06
14,Cash,18,Adrak Chai,Afternoon,Thursday,February,4,2,06-02-2025,16.48.06
14,GPay,15,Black Tea,Afternoon,Thursday,February,4,2,06-02-2025,16.48.06
16,GPay,18,Green Tea,Afternoon,Thursday,February,4,2,06-02-2025,14.49.08
17,Cash,18,Green Tea,Night,Thursday,February,4,2,06-02-2025,9.45.06
17,GPay,18,Green Tea,Night,Thursday,February,4,2,06-02-2025,9.45.06
19,Cash,15,Black Tea,Night,Thursday,February,4,2,06-02-2025,9.45.06
19,Cash,30,Butter Chai,Night,Thursday,February,4,2,06-02-2025,9.45.06
20,GPay,18,Green Tea,Night,Thursday,February,4,2,06-02-2025,6.59.03
20,GPay,18,Green Tea,Night,Thursday,February,4,2,06-02-2025,7.47.01
20,Cash,12,Masala Chai,Night,Thursday,February,4,2,06-02-2025,23.13.05
8,Cash,18,Adrak Chai,Morning,Friday,February,5,2,07-02-2025,23.13.05
9,Paytm,18,Adrak Chai,Morning,Friday,February,5,2,07-02-2025,7.04.07
10,GPay,35,Irani Chai,Morning,Friday,February,5,2,07-02-2025,7.04.07
12,Cash,18,Green Tea,Afternoon,Friday,February,5,2,07-02-2025,9.38.06
12,GPay,18,Adrak Chai,Afternoon,Friday,February,5,2,07-02-2025,9.38.06
12,Cash,35,Irani Chai,Afternoon,Friday,February,5,2,07-02-2025,9.38.06
16,Paytm,25,Rose Tea,Afternoon,Friday,February,5,2,07-02-2025,4.10.09
16,Cash,12,Masala Chai,Afternoon,Friday,February,5,2,07-02-2025,22.13.01
16,Cash,20,Tandoori Chai,Afternoon,Friday,February,5,2,07-02-2025,23.14.01
16,Cash,12,Masala Chai,Afternoon,Friday,February,5,2,07-02-2025,23.14.01
18,GPay,18,Green Tea,Night,Friday,February,5,2,07-02-2025,23.14.01
18,Cash,18,Green Tea,Night,Friday,February,5,2,07-02-2025,23.14.01
18,Paytm,25,Rose Tea,Night,Friday,February,5,2,07-02-2025,23.14.01
18,GPay,18,Green Tea,Night,Friday,February,5,2,07-02-2025,23.14.01
20,Paytm,18,Green Tea,Night,Friday,February,5,2,07-02-2025,10.59.04
20,GPay,25,Rose Tea,Night,Friday,February,5,2,07-02-2025,10.59.04
9,Cash,35,Irani Chai,Morning,Saturday,February,6,2,08-02-2025,1.42.09
10,GPay,18,Adrak Chai,Morning,Saturday,February,6,2,08-02-2025,1.42.09
11,Cash,25,Rose Tea,Morning,Saturday,February,6,2,08-02-2025,2.41.04
11,Paytm,35,Irani Chai,Morning,Saturday,February,6,2,08-02-2025,2.41.04
12,Cash,35,Irani Chai,Afternoon,Saturday,February,6,2,08-02-2025,2.41.04
13,Cash,35,Irani Chai,Afternoon,Saturday,February,6,2,08-02-2025,2.41.04
15,Cash,35,Irani Chai,Afternoon,Saturday,February,6,2,08-02-2025,7.04.02
15,Cash,35,Irani Chai,Afternoon,Saturday,February,6,2,08-02-2025,8.09.02
8,Paytm,18,Green Tea,Morning,Sunday,February,7,2,09-02-2025,8.09.02
10,Cash,18,Adrak Chai,Morning,Sunday,February,7,2,09-02-2025,8.09.02
10,GPay,35,Irani Chai,Morning,Sunday,February,7,2,09-02-2025,8.09.02
12,Cash,12,Masala Chai,Afternoon,Sunday,February,7,2,09-02-2025,5.05.00
15,Cash,18,Green Tea,Afternoon,Sunday,February,7,2,09-02-2025,13.09.02
15,Cash,12,Masala Chai,Afternoon,Sunday,February,7,2,09-02-2025,14.02.03
15,GPay,20,Tandoori Chai,Afternoon,Sunday,February,7,2,09-02-2025,15.57.09
15,Paytm,18,Green Tea,Afternoon,Sunday,February,7,2,09-02-2025,16.52.02
16,Cash,25,Rose Tea,Afternoon,Sunday,February,7,2,09-02-2025,20.18.08
7,Cash,35,Irani Chai,Morning,Monday,February,1,2,10-02-2025,1.46.06
8,Cash,35,Irani Chai,Morning,Monday,February,1,2,10-02-2025,16.32.01
8,GPay,35,Irani Chai,Morning,Monday,February,1,2,10-02-2025,16.32.01
11,Cash,18,Adrak Chai,Morning,Monday,February,1,2,10-02-2025,11.43.00
13,Cash,35,Irani Chai,Afternoon,Monday,February,1,2,10-02-2025,8.50.02
13,Paytm,18,Green Tea,Afternoon,Monday,February,1,2,10-02-2025,11.06.00
13,GPay,18,Adrak Chai,Afternoon,Monday,February,1,2,10-02-2025,11.06.00
13,Paytm,35,Irani Chai,Afternoon,Monday,February,1,2,10-02-2025,11.06.00
14,Cash,12,Masala Chai,Afternoon,Monday,February,1,2,10-02-2025,1.52.00
14,Paytm,35,Irani Chai,Afternoon,Monday,February,1,2,10-02-2025,7.41.04
14,Paytm,18,Green Tea,Afternoon,Monday,February,1,2,10-02-2025,11.46.05
14,Cash,18,Green Tea,Afternoon,Monday,February,1,2,10-02-2025,15.44.06
15,Paytm,15,Black Tea,Afternoon,Monday,February,1,2,10-02-2025,1.55.00
15,GPay,18,Adrak Chai,Afternoon,Monday,February,1,2,10-02-2025,14.01.02
15,Paytm,12,Masala Chai,Afternoon,Monday,February,1,2,10-02-2025,14.01.02
15,Cash,20,Tandoori Chai,Afternoon,Monday,February,1,2,10-02-2025,14.01.02
16,Cash,18,Green Tea,Afternoon,Monday,February,1,2,10-02-2025,20.55.00
17,GPay,35,Irani Chai,Night,Monday,February,1,2,10-02-2025,12.02.04
18,Cash,18,Adrak Chai,Night,Monday,February,1,2,10-02-2025,12.02.04
19,Cash,12,Masala Chai,Night,Monday,February,1,2,10-02-2025,14.01.05
19,Cash,12,Masala Chai,Night,Monday,February,1,2,10-02-2025,14.53.05
10,Cash,35,Irani Chai,Morning,Tuesday,February,2,2,11-02-2025,14.53.05
11,Paytm,35,Irani Chai,Morning,Tuesday,February,2,2,11-02-2025,19.15.05
11,Paytm,18,Adrak Chai,Morning,Tuesday,February,2,2,11-02-2025,20.12.02
11,Paytm,18,Green Tea,Morning,Tuesday,February,2,2,11-02-2025,21.08.00
15,Cash,20,Tandoori Chai,Afternoon,Tuesday,February,2,2,11-02-2025,21.08.00
16,Cash,18,Adrak Chai,Afternoon,Tuesday,February,2,2,11-02-2025,9.08.04
16,Cash,30,Butter Chai,Afternoon,Tuesday,February,2,2,11-02-2025,9.08.04
17,Cash,12,Masala Chai,Night,Tuesday,February,2,2,11-02-2025,9.08.04
17,Paytm,18,Adrak Chai,Night,Tuesday,February,2,2,11-02-2025,9.08.04
17,GPay,18,Adrak Chai,Night,Tuesday,February,2,2,11-02-2025,9.08.04
17,Cash,35,Irani Chai,Night,Tuesday,February,2,2,11-02-2025,9.08.04
17,Cash,18,Adrak Chai,Night,Tuesday,February,2,2,11-02-2025,9.08.04
19,Cash,12,Masala Chai,Night,Tuesday,February,2,2,11-02-2025,4.11.00
19,Cash,18,Green Tea,Night,Tuesday,February,2,2,11-02-2025,5.03.08
7,GPay,15,Black Tea,Morning,Wednesday,February,3,2,12-02-2025,16.57.02
7,Cash,35,Irani Chai,Morning,Wednesday,February,3,2,12-02-2025,16.57.02
8,Cash,18,Green Tea,Morning,Wednesday,February,3,2,12-02-2025,16.57.02
9,Paytm,18,Adrak Chai,Morning,Wednesday,February,3,2,12-02-2025,19.45.09
10,Cash,35,Irani Chai,Morning,Wednesday,February,3,2,12-02-2025,19.45.09
12,Paytm,35,Irani Chai,Afternoon,Wednesday,February,3,2,12-02-2025,19.45.09
13,Paytm,35,Irani Chai,Afternoon,Wednesday,February,3,2,12-02-2025,8.09.03
13,Cash,20,Tandoori Chai,Afternoon,Wednesday,February,3,2,12-02-2025,8.09.03
15,Paytm,20,Tandoori Chai,Afternoon,Wednesday,February,3,2,12-02-2025,8.09.03
15,Paytm,12,Masala Chai,Afternoon,Wednesday,February,3,2,12-02-2025,8.09.03
15,Paytm,20,Tandoori Chai,Afternoon,Wednesday,February,3,2,12-02-2025,8.09.03
16,GPay,35,Irani Chai,Afternoon,Wednesday,February,3,2,12-02-2025,12.58.04
16,Cash,35,Irani Chai,Afternoon,Wednesday,February,3,2,12-02-2025,12.58.04
17,Paytm,15,Black Tea,Night,Wednesday,February,3,2,12-02-2025,5.32.00
17,GPay,35,Irani Chai,Night,Wednesday,February,3,2,12-02-2025,5.32.00
20,GPay,12,Masala Chai,Night,Wednesday,February,3,2,12-02-2025,5.40.07
20,Cash,18,Green Tea,Night,Wednesday,February,3,2,12-02-2025,23.13.04
21,Cash,15,Black Tea,Night,Wednesday,February,3,2,12-02-2025,17.04.03
7,Cash,18,Adrak Chai,Morning,Thursday,February,4,2,12-02-2025,17.04.03
8,Cash,35,Irani Chai,Morning,Thursday,February,4,2,12-02-2025,17.04.03
9,Paytm,30,Butter Chai,Morning,Thursday,February,4,2,12-02-2025,17.21.00
9,Cash,18,Green Tea,Morning,Thursday,February,4,2,12-02-2025,17.21.00
10,Paytm,18,Adrak Chai,Morning,Thursday,February,4,2,12-02-2025,17.21.00
10,Cash,18,Adrak Chai,Morning,Thursday,February,4,2,12-02-2025,17.21.00
16,Cash,35,Irani Chai,Afternoon,Thursday,February,4,2,12-02-2025,17.21.00
16,Cash,35,Irani Chai,Afternoon,Thursday,February,4,2,12-02-2025,17.21.00
17,GPay,18,Adrak Chai,Night,Thursday,February,4,2,12-02-2025,16.11.06
17,Paytm,18,Adrak Chai,Night,Thursday,February,4,2,12-02-2025,17.20.02
18,Paytm,12,Masala Chai,Night,Thursday,February,4,2,12-02-2025,1.35.05
18,Cash,15,Black Tea,Night,Thursday,February,4,2,12-02-2025,15.08.06
19,Cash,12,Masala Chai,Night,Thursday,February,4,2,12-02-2025,6.30.04
11,Cash,35,Irani Chai,Morning,Friday,February,5,2,12-02-2025,6.30.04
14,Cash,20,Tandoori Chai,Afternoon,Friday,February,5,2,12-02-2025,7.09.03
14,Cash,35,Irani Chai,Afternoon,Friday,February,5,2,12-02-2025,7.09.03
14,Paytm,30,Butter Chai,Afternoon,Friday,February,5,2,12-02-2025,7.09.03
14,GPay,18,Adrak Chai,Afternoon,Friday,February,5,2,12-02-2025,7.09.03
15,Cash,15,Black Tea,Afternoon,Friday,February,5,2,12-02-2025,0.16.07
15,Cash,15,Black Tea,Afternoon,Friday,February,5,2,12-02-2025,0.16.07
15,GPay,12,Masala Chai,Afternoon,Friday,February,5,2,12-02-2025,0.16.07
15,Cash,20,Tandoori Chai,Afternoon,Friday,February,5,2,12-02-2025,0.16.07
15,Cash,15,Black Tea,Afternoon,Friday,February,5,2,12-02-2025,0.16.07
17,Paytm,35,Irani Chai,Night,Friday,February,5,2,12-02-2025,3.16.01
17,Paytm,18,Green Tea,Night,Friday,February,5,2,12-02-2025,4.29.05
17,Paytm,30,Butter Chai,Night,Friday,February,5,2,12-02-2025,9.07.06
17,Paytm,18,Adrak Chai,Night,Friday,February,5,2,12-02-2025,9.07.06
21,GPay,35,Irani Chai,Night,Friday,February,5,2,12-02-2025,18.30.00
9,GPay,15,Black Tea,Morning,Saturday,February,6,2,12-02-2025,22.51.09
12,Cash,15,Black Tea,Afternoon,Saturday,February,6,2,12-02-2025,22.51.09
12,Cash,35,Irani Chai,Afternoon,Saturday,February,6,2,12-02-2025,22.51.09
13,Cash,18,Adrak Chai,Afternoon,Saturday,February,6,2,12-02-2025,2.19.09
13,GPay,18,Adrak Chai,Afternoon,Saturday,February,6,2,12-02-2025,2.19.09
14,Cash,15,Black Tea,Afternoon,Saturday,February,6,2,12-02-2025,1.51.02
14,GPay,35,Irani Chai,Afternoon,Saturday,February,6,2,12-02-2025,11.53.09
15,Cash,20,Tandoori Chai,Afternoon,Saturday,February,6,2,12-02-2025,11.53.09
15,Paytm,20,Tandoori Chai,Afternoon,Saturday,February,6,2,12-02-2025,11.53.09
10,Cash,35,Irani Chai,Morning,Sunday,February,7,2,12-02-2025,11.53.09
10,Cash,35,Irani Chai,Morning,Sunday,February,7,2,12-02-2025,11.53.09
10,GPay,18,Adrak Chai,Morning,Sunday,February,7,2,12-02-2025,11.53.09
11,Cash,20,Tandoori Chai,Morning,Sunday,February,7,2,12-02-2025,4.47.09
11,Cash,35,Irani Chai,Morning,Sunday,February,7,2,12-02-2025,4.47.09
14,Cash,20,Tandoori Chai,Afternoon,Sunday,February,7,2,12-02-2025,15.37.00
14,Cash,12,Masala Chai,Afternoon,Sunday,February,7,2,12-02-2025,16.41.01
17,GPay,20,Tandoori Chai,Night,Sunday,February,7,2,12-02-2025,12.27.04
17,Paytm,18,Adrak Chai,Night,Sunday,February,7,2,12-02-2025,13.33.00
17,Cash,18,Adrak Chai,Night,Sunday,February,7,2,12-02-2025,13.33.00
6,Cash,15,Black Tea,Morning,Monday,February,1,2,12-02-2025,13.33.00
8,Paytm,35,Irani Chai,Morning,Monday,February,1,2,12-02-2025,13.33.00
9,GPay,35,Irani Chai,Morning,Monday,February,1,2,12-02-2025,0.55.01
9,Cash,18,Adrak Chai,Morning,Monday,February,1,2,12-02-2025,0.55.01
9,GPay,20,Tandoori Chai,Morning,Monday,February,1,2,12-02-2025,0.55.01
10,Paytm,18,Adrak Chai,Morning,Monday,February,1,2,12-02-2025,20.12.01
10,GPay,35,Irani Chai,Morning,Monday,February,1,2,12-02-2025,20.12.01
11,Cash,18,Adrak Chai,Morning,Monday,February,1,2,12-02-2025,20.12.01
11,Cash,30,Butter Chai,Morning,Monday,February,1,2,12-02-2025,20.12.01
12,Cash,15,Black Tea,Afternoon,Monday,February,1,2,12-02-2025,20.12.01
14,Cash,12,Masala Chai,Afternoon,Monday,February,1,2,12-02-2025,23.01.09
15,Cash,18,Adrak Chai,Afternoon,Monday,February,1,2,12-02-2025,5.41.07
15,Cash,12,Masala Chai,Afternoon,Monday,February,1,2,12-02-2025,5.41.07
16,GPay,30,Butter Chai,Afternoon,Monday,February,1,2,12-02-2025,19.06.04
16,GPay,35,Irani Chai,Afternoon,Monday,February,1,2,12-02-2025,22.42.00
17,Cash,18,Adrak Chai,Night,Monday,February,1,2,12-02-2025,22.42.00
18,Cash,35,Irani Chai,Night,Monday,February,1,2,12-02-2025,23.52.06
19,Cash,35,Irani Chai,Night,Monday,February,1,2,12-02-2025,13.51.08
19,Paytm,35,Irani Chai,Night,Monday,February,1,2,12-02-2025,15.00.09
20,Cash,12,Masala Chai,Night,Monday,February,1,2,12-02-2025,18.17.05
8,GPay,35,Irani Chai,Morning,Tuesday,February,2,2,12-02-2025,18.17.05
8,Paytm,35,Irani Chai,Morning,Tuesday,February,2,2,12-02-2025,18.17.05
11,GPay,35,Irani Chai,Morning,Tuesday,February,2,2,12-02-2025,7.35.03
11,Cash,35,Irani Chai,Morning,Tuesday,February,2,2,12-02-2025,7.35.03
11,GPay,18,Adrak Chai,Morning,Tuesday,February,2,2,12-02-2025,7.35.03
12,Cash,18,Adrak Chai,Afternoon,Tuesday,February,2,2,12-02-2025,15.26.06
13,Cash,18,Green Tea,Afternoon,Tuesday,February,2,2,12-02-2025,4.27.02
13,Cash,35,Irani Chai,Afternoon,Tuesday,February,2,2,12-02-2025,4.27.02
13,Cash,18,Adrak Chai,Afternoon,Tuesday,February,2,2,12-02-2025,4.27.02
17,Cash,20,Tandoori Chai,Night,Tuesday,February,2,2,12-02-2025,5.28.00
17,Cash,18,Adrak Chai,Night,Tuesday,February,2,2,12-02-2025,8.19.03
17,Paytm,30,Butter Chai,Night,Tuesday,February,2,2,12-02-2025,9.17.03
17,GPay,18,Green Tea,Night,Tuesday,February,2,2,12-02-2025,10.22.09
17,Cash,18,Green Tea,Night,Tuesday,February,2,2,12-02-2025,11.35.07
19,Cash,18,Green Tea,Night,Tuesday,February,2,2,12-02-2025,11.35.07
20,Paytm,18,Green Tea,Night,Tuesday,February,2,2,12-02-2025,6.56.02
20,Cash,20,Tandoori Chai,Night,Tuesday,February,2,2,12-02-2025,6.56.02
21,Cash,18,Adrak Chai,Night,Tuesday,February,2,2,12-02-2025,1.59.06
8,Paytm,15,Black Tea,Morning,Wednesday,February,3,2,12-02-2025,8.53.00
8,Cash,35,Irani Chai,Morning,Wednesday,February,3,2,12-02-2025,9.54.01
8,Paytm,35,Irani Chai,Morning,Wednesday,February,3,2,12-02-2025,9.54.01
9,Paytm,15,Black Tea,Morning,Wednesday,February,3,2,12-02-2025,9.54.01
10,Cash,35,Irani Chai,Morning,Wednesday,February,3,2,12-02-2025,9.51.00
10,Paytm,20,Tandoori Chai,Morning,Wednesday,February,3,2,12-02-2025,19.01.03
10,Paytm,18,Adrak Chai,Morning,Wednesday,February,3,2,12-02-2025,19.01.03
12,Cash,35,Irani Chai,Afternoon,Wednesday,February,3,2,12-02-2025,19.01.03
12,Cash,18,Green Tea,Afternoon,Wednesday,February,3,2,12-02-2025,19.01.03
13,Cash,35,Irani Chai,Afternoon,Wednesday,February,3,2,12-02-2025,6.54.04
15,GPay,15,Black Tea,Afternoon,Wednesday,February,3,2,12-02-2025,6.54.04
17,Cash,35,Irani Chai,Night,Wednesday,February,3,2,12-02-2025,4.00.03
17,GPay,15,Black Tea,Night,Wednesday,February,3,2,12-02-2025,4.00.03
17,Cash,18,Adrak Chai,Night,Wednesday,February,3,2,12-02-2025,4.00.03
18,Cash,15,Black Tea,Night,Wednesday,February,3,2,12-02-2025,4.00.03
19,Cash,12,Masala Chai,Night,Wednesday,February,3,2,12-02-2025,1.33.01
19,Cash,18,Green Tea,Night,Wednesday,February,3,2,12-02-2025,11.50.00
19,GPay,20,Tandoori Chai,Night,Wednesday,February,3,2,12-02-2025,12.42.08
19,Paytm,12,Masala Chai,Night,Wednesday,February,3,2,12-02-2025,12.42.08
20,Paytm,18,Green Tea,Night,Wednesday,February,3,2,12-02-2025,5.28.04
7,GPay,15,Black Tea,Morning,Thursday,February,4,2,12-02-2025,5.28.04
9,Cash,35,Irani Chai,Morning,Thursday,February,4,2,12-02-2025,17.53.03
10,Cash,15,Black Tea,Morning,Thursday,February,4,2,12-02-2025,16.40.04
